Area,Type,Educational Level,Count,Disability,Gender
Manipur,Rural,Literate But Below Primary,66,Movement,Females
Manipur,Rural,Primary But Below Middle,113,Movement,Females
Manipur,Rural,Middle But Below Matric/Secondary,124,Movement,Females
Manipur,Rural,Matric/Secondary But Below Graduate,130,Movement,Females
Manipur,Rural,Graduate And Above,39,Movement,Females
Manipur,Urban,Illiterate,369,Movement,Females
Manipur,Urban,Literate,368,Movement,Females
Manipur,Urban,Literate But Below Primary,28,Movement,Females
Manipur,Urban,Primary But Below Middle,61,Movement,Females
Manipur,Urban,Middle But Below Matric/Secondary,84,Movement,Females
Manipur,Urban,Matric/Secondary But Below Graduate,98,Movement,Females
Manipur,Urban,Graduate And Above,63,Movement,Females
Mizoram,Rural,Illiterate,167,Movement,Females
Mizoram,Rural,Literate,323,Movement,Females
Mizoram,Rural,Literate But Below Primary,153,Movement,Females
Mizoram,Rural,Primary But Below Middle,78,Movement,Females
Mizoram,Rural,Middle But Below Matric/Secondary,58,Movement,Females
Mizoram,Rural,Matric/Secondary But Below Graduate,22,Movement,Females
Mizoram,Rural,Graduate And Above,1,Movement,Females
Mizoram,Urban,Illiterate,68,Movement,Females
Mizoram,Urban,Literate,256,Movement,Females
Mizoram,Urban,Literate But Below Primary,103,Movement,Females
Mizoram,Urban,Primary But Below Middle,55,Movement,Females
Mizoram,Urban,Middle But Below Matric/Secondary,49,Movement,Females
Mizoram,Urban,Matric/Secondary But Below Graduate,31,Movement,Females
Mizoram,Urban,Graduate And Above,12,Movement,Females
Tripura,Rural,Illiterate,1369,Movement,Females
Tripura,Rural,Literate,1800,Movement,Females
Tripura,Rural,Literate But Below Primary,535,Movement,Females
Tripura,Rural,Primary But Below Middle,401,Movement,Females
Tripura,Rural,Middle But Below Matric/Secondary,321,Movement,Females
Tripura,Rural,Matric/Secondary But Below Graduate,282,Movement,Females
Tripura,Rural,Graduate And Above,31,Movement,Females
Tripura,Urban,Illiterate,359,Movement,Females
Tripura,Urban,Literate,1053,Movement,Females
Tripura,Urban,Literate But Below Primary,247,Movement,Females
Tripura,Urban,Primary But Below Middle,239,Movement,Females
Tripura,Urban,Middle But Below Matric/Secondary,230,Movement,Females
Tripura,Urban,Matric/Secondary But Below Graduate,182,Movement,Females
Tripura,Urban,Graduate And Above,60,Movement,Females
Meghalaya,Rural,Illiterate,1090,Movement,Females
Meghalaya,Rural,Literate,875,Movement,Females
Meghalaya,Rural,Literate But Below Primary,348,Movement,Females
Meghalaya,Rural,Primary But Below Middle,233,Movement,Females
Meghalaya,Rural,Middle But Below Matric/Secondary,135,Movement,Females
Meghalaya,Rural,Matric/Secondary But Below Graduate,98,Movement,Females
Meghalaya,Rural,Graduate And Above,12,Movement,Females
Meghalaya,Urban,Illiterate,127,Movement,Females
Meghalaya,Urban,Literate,222,Movement,Females
Meghalaya,Urban,Literate But Below Primary,52,Movement,Females
Meghalaya,Urban,Primary But Below Middle,55,Movement,Females
Meghalaya,Urban,Middle But Below Matric/Secondary,46,Movement,Females
Meghalaya,Urban,Matric/Secondary But Below Graduate,43,Movement,Females
Meghalaya,Urban,Graduate And Above,17,Movement,Females
Assam,Rural,Illiterate,18080,Movement,Females
Assam,Rural,Literate,9235,Movement,Females
Assam,Rural,Literate But Below Primary,2866,Movement,Females
Assam,Rural,Primary But Below Middle,2123,Movement,Females
Assam,Rural,Middle But Below Matric/Secondary,2067,Movement,Females
Assam,Rural,Matric/Secondary But Below Graduate,1333,Movement,Females
Assam,Rural,Graduate And Above,164,Movement,Females
Assam,Urban,Illiterate,1466,Movement,Females
Assam,Urban,Literate,2127,Movement,Females
Assam,Urban,Literate But Below Primary,432,Movement,Females
Assam,Urban,Primary But Below Middle,449,Movement,Females
Assam,Urban,Middle But Below Matric/Secondary,461,Movement,Females
Assam,Urban,Matric/Secondary But Below Graduate,500,Movement,Females
Assam,Urban,Graduate And Above,164,Movement,Females
West Bengal,Rural,Illiterate,48061,Movement,Females
West Bengal,Rural,Literate,38671,Movement,Females
West Bengal,Rural,Literate But Below Primary,13025,Movement,Females
West Bengal,Rural,Primary But Below Middle,9101,Movement,Females
West Bengal,Rural,Middle But Below Matric/Secondary,8373,Movement,Females
West Bengal,Rural,Matric/Secondary But Below Graduate,5329,Movement,Females
West Bengal,Rural,Graduate And Above,1013,Movement,Females
West Bengal,Urban,Illiterate,11649,Movement,Females
West Bengal,Urban,Literate,19622,Movement,Females
West Bengal,Urban,Literate But Below Primary,4250,Movement,Females
West Bengal,Urban,Primary But Below Middle,3960,Movement,Females
West Bengal,Urban,Middle But Below Matric/Secondary,4112,Movement,Females
West Bengal,Urban,Matric/Secondary But Below Graduate,4124,Movement,Females
West Bengal,Urban,Graduate And Above,2136,Movement,Females
Jharkhand,Rural,Illiterate,34018,Movement,Females
Jharkhand,Rural,Literate,13697,Movement,Females
Jharkhand,Rural,Literate But Below Primary,3215,Movement,Females
Jharkhand,Rural,Primary But Below Middle,4291,Movement,Females
Jharkhand,Rural,Middle But Below Matric/Secondary,2483,Movement,Females
Jharkhand,Rural,Matric/Secondary But Below Graduate,2353,Movement,Females
Jharkhand,Rural,Graduate And Above,339,Movement,Females
Jharkhand,Urban,Illiterate,5509,Movement,Females
Jharkhand,Urban,Literate,5565,Movement,Females
Jharkhand,Urban,Literate But Below Primary,775,Movement,Females
Jharkhand,Urban,Primary But Below Middle,1324,Movement,Females
Jharkhand,Urban,Middle But Below Matric/Secondary,1014,Movement,Females
Jharkhand,Urban,Matric/Secondary But Below Graduate,1563,Movement,Females
Jharkhand,Urban,Graduate And Above,588,Movement,Females
Odisha,Rural,Illiterate,59999,Movement,Females
Odisha,Rural,Literate,34793,Movement,Females
Odisha,Rural,Literate But Below Primary,9868,Movement,Females
Odisha,Rural,Primary But Below Middle,11001,Movement,Females
Odisha,Rural,Middle But Below Matric/Secondary,6048,Movement,Females
Odisha,Rural,Matric/Secondary But Below Graduate,4807,Movement,Females
Odisha,Rural,Graduate And Above,1200,Movement,Females
Odisha,Urban,Illiterate,5709,Movement,Females
Odisha,Urban,Literate,6399,Movement,Females
Odisha,Urban,Literate But Below Primary,1164,Movement,Females
Odisha,Urban,Primary But Below Middle,1743,Movement,Females
Odisha,Urban,Middle But Below Matric/Secondary,987,Movement,Females
Odisha,Urban,Matric/Secondary But Below Graduate,1494,Movement,Females
Odisha,Urban,Graduate And Above,727,Movement,Females
Chhattisgarh,Rural,Illiterate,44547,Movement,Females
Chhattisgarh,Rural,Literate,23407,Movement,Females
Chhattisgarh,Rural,Literate But Below Primary,5463,Movement,Females
Chhattisgarh,Rural,Primary But Below Middle,6779,Movement,Females
Chhattisgarh,Rural,Middle But Below Matric/Secondary,5945,Movement,Females
Chhattisgarh,Rural,Matric/Secondary But Below Graduate,3450,Movement,Females
Chhattisgarh,Rural,Graduate And Above,689,Movement,Females
Chhattisgarh,Urban,Illiterate,6282,Movement,Females
Chhattisgarh,Urban,Literate,7677,Movement,Females
Chhattisgarh,Urban,Literate But Below Primary,1285,Movement,Females
Chhattisgarh,Urban,Primary But Below Middle,1812,Movement,Females
Chhattisgarh,Urban,Middle But Below Matric/Secondary,1508,Movement,Females
Chhattisgarh,Urban,Matric/Secondary But Below Graduate,1788,Movement,Females
Chhattisgarh,Urban,Graduate And Above,990,Movement,Females
Madhya Pradesh,Rural,Illiterate,74768,Movement,Females
Madhya Pradesh,Rural,Literate,42799,Movement,Females
Madhya Pradesh,Rural,Literate But Below Primary,9554,Movement,Females
Madhya Pradesh,Rural,Primary But Below Middle,13781,Movement,Females
Madhya Pradesh,Rural,Middle But Below Matric/Secondary,9591,Movement,Females
Madhya Pradesh,Rural,Matric/Secondary But Below Graduate,5582,Movement,Females
Madhya Pradesh,Rural,Graduate And Above,1313,Movement,Females
Madhya Pradesh,Urban,Illiterate,14210,Movement,Females
Madhya Pradesh,Urban,Literate,20576,Movement,Females
Madhya Pradesh,Urban,Literate But Below Primary,2795,Movement,Females
Madhya Pradesh,Urban,Primary But Below Middle,4953,Movement,Females
Madhya Pradesh,Urban,Middle But Below Matric/Secondary,3819,Movement,Females
Madhya Pradesh,Urban,Matric/Secondary But Below Graduate,4774,Movement,Females
Madhya Pradesh,Urban,Graduate And Above,2979,Movement,Females
Gujarat,Rural,Illiterate,27477,Movement,Females
Gujarat,Rural,Literate,31739,Movement,Females
Gujarat,Rural,Literate But Below Primary,7206,Movement,Females
Gujarat,Rural,Primary But Below Middle,8618,Movement,Females
Gujarat,Rural,Middle But Below Matric/Secondary,4779,Movement,Females
Gujarat,Rural,Matric/Secondary But Below Graduate,7260,Movement,Females
Gujarat,Rural,Graduate And Above,1373,Movement,Females
Gujarat,Urban,Illiterate,11585,Movement,Females
Gujarat,Urban,Literate,25815,Movement,Females
Gujarat,Urban,Literate But Below Primary,3964,Movement,Females
Gujarat,Urban,Primary But Below Middle,5695,Movement,Females
Gujarat,Urban,Middle But Below Matric/Secondary,3576,Movement,Females
Gujarat,Urban,Matric/Secondary But Below Graduate,7585,Movement,Females
Gujarat,Urban,Graduate And Above,3060,Movement,Females
Daman & Diu,Rural,Illiterate,60,Movement,Females
Daman & Diu,Rural,Literate,49,Movement,Females
Daman & Diu,Rural,Literate But Below Primary,13,Movement,Females
Daman & Diu,Rural,Primary But Below Middle,15,Movement,Females
Daman & Diu,Rural,Middle But Below Matric/Secondary,7,Movement,Females
Daman & Diu,Rural,Matric/Secondary But Below Graduate,8,Movement,Females
Daman & Diu,Rural,Graduate And Above,6,Movement,Females
Daman & Diu,Urban,Illiterate,52,Movement,Females
Daman & Diu,Urban,Literate,92,Movement,Females
Daman & Diu,Urban,Literate But Below Primary,27,Movement,Females
Daman & Diu,Urban,Primary But Below Middle,16,Movement,Females
Daman & Diu,Urban,Middle But Below Matric/Secondary,9,Movement,Females
Daman & Diu,Urban,Matric/Secondary But Below Graduate,29,Movement,Females
Daman & Diu,Urban,Graduate And Above,8,Movement,Females
Dadra & Nagar Haveli,Rural,Illiterate,101,Movement,Females
Dadra & Nagar Haveli,Rural,Literate,44,Movement,Females
Dadra & Nagar Haveli,Rural,Literate But Below Primary,9,Movement,Females
Dadra & Nagar Haveli,Rural,Primary But Below Middle,14,Movement,Females
Dadra & Nagar Haveli,Rural,Middle But Below Matric/Secondary,7,Movement,Females
Dadra & Nagar Haveli,Rural,Matric/Secondary But Below Graduate,9,Movement,Females
Dadra & Nagar Haveli,Rural,Graduate And Above,0,Movement,Females
Dadra & Nagar Haveli,Urban,Illiterate,26,Movement,Females
Dadra & Nagar Haveli,Urban,Literate,71,Movement,Females
Dadra & Nagar Haveli,Urban,Literate But Below Primary,4,Movement,Females
Dadra & Nagar Haveli,Urban,Primary But Below Middle,17,Movement,Females
Dadra & Nagar Haveli,Urban,Middle But Below Matric/Secondary,13,Movement,Females
Dadra & Nagar Haveli,Urban,Matric/Secondary But Below Graduate,26,Movement,Females
Dadra & Nagar Haveli,Urban,Graduate And Above,5,Movement,Females
Maharashtra,Rural,Illiterate,57213,Movement,Females
Maharashtra,Rural,Literate,68357,Movement,Females
Maharashtra,Rural,Literate But Below Primary,17038,Movement,Females
Maharashtra,Rural,Primary But Below Middle,15506,Movement,Females
Maharashtra,Rural,Middle But Below Matric/Secondary,10574,Movement,Females
Maharashtra,Rural,Matric/Secondary But Below Graduate,14688,Movement,Females
Maharashtra,Rural,Graduate And Above,3309,Movement,Females
Maharashtra,Urban,Illiterate,18898,Movement,Females
Maharashtra,Urban,Literate,46602,Movement,Females
Maharashtra,Urban,Literate But Below Primary,7198,Movement,Females
Maharashtra,Urban,Primary But Below Middle,9209,Movement,Females
Maharashtra,Urban,Middle But Below Matric/Secondary,6811,Movement,Females
Maharashtra,Urban,Matric/Secondary But Below Graduate,13537,Movement,Females
Maharashtra,Urban,Graduate And Above,6662,Movement,Females
Andhra Pradesh,Rural,Illiterate,103783,Movement,Females
Andhra Pradesh,Rural,Literate,58097,Movement,Females
Andhra Pradesh,Rural,Literate But Below Primary,8675,Movement,Females
Andhra Pradesh,Rural,Primary But Below Middle,18009,Movement,Females
Andhra Pradesh,Rural,Middle But Below Matric/Secondary,6024,Movement,Females
Andhra Pradesh,Rural,Matric/Secondary But Below Graduate,16386,Movement,Females
Andhra Pradesh,Rural,Graduate And Above,4280,Movement,Females
Andhra Pradesh,Urban,Illiterate,21763,Movement,Females
Andhra Pradesh,Urban,Literate,27344,Movement,Females
Andhra Pradesh,Urban,Literate But Below Primary,2598,Movement,Females
Andhra Pradesh,Urban,Primary But Below Middle,6978,Movement,Females
Andhra Pradesh,Urban,Middle But Below Matric/Secondary,2437,Movement,Females
Andhra Pradesh,Urban,Matric/Secondary But Below Graduate,8554,Movement,Females
Andhra Pradesh,Urban,Graduate And Above,4461,Movement,Females
Karnataka,Rural,Illiterate,35065,Movement,Females
Karnataka,Rural,Literate,36696,Movement,Females
Karnataka,Rural,Literate But Below Primary,6743,Movement,Females
Karnataka,Rural,Primary But Below Middle,9356,Movement,Females
Karnataka,Rural,Middle But Below Matric/Secondary,4970,Movement,Females
Karnataka,Rural,Matric/Secondary But Below Graduate,10571,Movement,Females
Karnataka,Rural,Graduate And Above,1699,Movement,Females
Karnataka,Urban,Illiterate,9600,Movement,Females
Karnataka,Urban,Literate,19482,Movement,Females
Karnataka,Urban,Literate But Below Primary,2248,Movement,Females
Karnataka,Urban,Primary But Below Middle,4041,Movement,Females
Karnataka,Urban,Middle But Below Matric/Secondary,2200,Movement,Females
Karnataka,Urban,Matric/Secondary But Below Graduate,7048,Movement,Females
Karnataka,Urban,Graduate And Above,2461,Movement,Females
Goa,Rural,Illiterate,449,Movement,Females
Goa,Rural,Literate,579,Movement,Females
Goa,Rural,Literate But Below Primary,125,Movement,Females
Goa,Rural,Primary But Below Middle,87,Movement,Females
Goa,Rural,Middle But Below Matric/Secondary,74,Movement,Females
Goa,Rural,Matric/Secondary But Below Graduate,142,Movement,Females
Goa,Rural,Graduate And Above,27,Movement,Females
Goa,Urban,Illiterate,484,Movement,Females
Goa,Urban,Literate,913,Movement,Females
Goa,Urban,Literate But Below Primary,171,Movement,Females
Goa,Urban,Primary But Below Middle,173,Movement,Females
Goa,Urban,Middle But Below Matric/Secondary,109,Movement,Females
Goa,Urban,Matric/Secondary But Below Graduate,221,Movement,Females
Goa,Urban,Graduate And Above,83,Movement,Females
Lakshadweep,Rural,Illiterate,15,Movement,Females
Lakshadweep,Rural,Literate,20,Movement,Females
Lakshadweep,Rural,Literate But Below Primary,7,Movement,Females
Lakshadweep,Rural,Primary But Below Middle,3,Movement,Females
Lakshadweep,Rural,Middle But Below Matric/Secondary,2,Movement,Females
Lakshadweep,Rural,Matric/Secondary But Below Graduate,7,Movement,Females
Lakshadweep,Rural,Graduate And Above,0,Movement,Females
Lakshadweep,Urban,Illiterate,42,Movement,Females
Lakshadweep,Urban,Literate,74,Movement,Females
Lakshadweep,Urban,Literate But Below Primary,21,Movement,Females
Lakshadweep,Urban,Primary But Below Middle,16,Movement,Females
Lakshadweep,Urban,Middle But Below Matric/Secondary,10,Movement,Females
Lakshadweep,Urban,Matric/Secondary But Below Graduate,13,Movement,Females
Lakshadweep,Urban,Graduate And Above,3,Movement,Females
Kerala,Rural,Illiterate,10583,Movement,Females
Kerala,Rural,Literate,27203,Movement,Females
Kerala,Rural,Literate But Below Primary,6783,Movement,Females
Kerala,Rural,Primary But Below Middle,6009,Movement,Females
Kerala,Rural,Middle But Below Matric/Secondary,4315,Movement,Females
Kerala,Rural,Matric/Secondary But Below Graduate,6520,Movement,Females
Kerala,Rural,Graduate And Above,1359,Movement,Females
Kerala,Urban,Illiterate,8020,Movement,Females
Kerala,Urban,Literate,24930,Movement,Females
Kerala,Urban,Literate But Below Primary,5667,Movement,Females
Kerala,Urban,Primary But Below Middle,5475,Movement,Females
Kerala,Urban,Middle But Below Matric/Secondary,3704,Movement,Females
Kerala,Urban,Matric/Secondary But Below Graduate,6346,Movement,Females
Kerala,Urban,Graduate And Above,1746,Movement,Females
Tamil Nadu,Rural,Illiterate,28775,Movement,Females
Tamil Nadu,Rural,Literate,31607,Movement,Females
Tamil Nadu,Rural,Literate But Below Primary,3224,Movement,Females
Tamil Nadu,Rural,Primary But Below Middle,8550,Movement,Females
Tamil Nadu,Rural,Middle But Below Matric/Secondary,6202,Movement,Females
Tamil Nadu,Rural,Matric/Secondary But Below Graduate,9124,Movement,Females
Tamil Nadu,Rural,Graduate And Above,2682,Movement,Females
Tamil Nadu,Urban,Illiterate,14691,Movement,Females
Tamil Nadu,Urban,Literate,34692,Movement,Females
Tamil Nadu,Urban,Literate But Below Primary,2684,Movement,Females
Tamil Nadu,Urban,Primary But Below Middle,7177,Movement,Females
Tamil Nadu,Urban,Middle But Below Matric/Secondary,5761,Movement,Females
Tamil Nadu,Urban,Matric/Secondary But Below Graduate,11169,Movement,Females
Tamil Nadu,Urban,Graduate And Above,5837,Movement,Females
Puducherry,Rural,Illiterate,579,Movement,Females
Puducherry,Rural,Literate,623,Movement,Females
Puducherry,Rural,Literate But Below Primary,57,Movement,Females
Puducherry,Rural,Primary But Below Middle,149,Movement,Females
Puducherry,Rural,Middle But Below Matric/Secondary,137,Movement,Females
Puducherry,Rural,Matric/Secondary But Below Graduate,192,Movement,Females
Puducherry,Rural,Graduate And Above,58,Movement,Females
Puducherry,Urban,Illiterate,875,Movement,Females
Puducherry,Urban,Literate,1513,Movement,Females
Puducherry,Urban,Literate But Below Primary,144,Movement,Females
Puducherry,Urban,Primary But Below Middle,370,Movement,Females
Puducherry,Urban,Middle But Below Matric/Secondary,275,Movement,Females
Puducherry,Urban,Matric/Secondary But Below Graduate,477,Movement,Females
Puducherry,Urban,Graduate And Above,195,Movement,Females
Andaman & Nicobar Islands,Rural,Illiterate,200,Movement,Females
Andaman & Nicobar Islands,Rural,Literate,219,Movement,Females
Andaman & Nicobar Islands,Rural,Literate But Below Primary,41,Movement,Females
Andaman & Nicobar Islands,Rural,Primary But Below Middle,58,Movement,Females
Andaman & Nicobar Islands,Rural,Middle But Below Matric/Secondary,53,Movement,Females
Andaman & Nicobar Islands,Rural,Matric/Secondary But Below Graduate,46,Movement,Females
Andaman & Nicobar Islands,Rural,Graduate And Above,11,Movement,Females
Andaman & Nicobar Islands,Urban,Illiterate,39,Movement,Females
Andaman & Nicobar Islands,Urban,Literate,92,Movement,Females
Andaman & Nicobar Islands,Urban,Literate But Below Primary,9,Movement,Females
Andaman & Nicobar Islands,Urban,Primary But Below Middle,20,Movement,Females
Andaman & Nicobar Islands,Urban,Middle But Below Matric/Secondary,23,Movement,Females
Andaman & Nicobar Islands,Urban,Matric/Secondary But Below Graduate,31,Movement,Females
Andaman & Nicobar Islands,Urban,Graduate And Above,7,Movement,Females
Jammu & Kashmir,Rural,Illiterate,4205,Mental Retardation,Males
Jammu & Kashmir,Rural,Literate,2916,Mental Retardation,Males
Jammu & Kashmir,Rural,Literate But Below Primary,492,Mental Retardation,Males
Jammu & Kashmir,Rural,Primary But Below Middle,728,Mental Retardation,Males
Jammu & Kashmir,Rural,Middle But Below Matric/Secondary,807,Mental Retardation,Males
Jammu & Kashmir,Rural,Matric/Secondary But Below Graduate,626,Mental Retardation,Males
Jammu & Kashmir,Rural,Graduate And Above,106,Mental Retardation,Males
Jammu & Kashmir,Urban,Illiterate,1419,Mental Retardation,Males
Jammu & Kashmir,Urban,Literate,1258,Mental Retardation,Males
Jammu & Kashmir,Urban,Literate But Below Primary,118,Mental Retardation,Males
Jammu & Kashmir,Urban,Primary But Below Middle,181,Mental Retardation,Males
Jammu & Kashmir,Urban,Middle But Below Matric/Secondary,313,Mental Retardation,Males
Jammu & Kashmir,Urban,Matric/Secondary But Below Graduate,383,Mental Retardation,Males
Jammu & Kashmir,Urban,Graduate And Above,161,Mental Retardation,Males
Himachal Pradesh,Rural,Illiterate,2182,Mental Retardation,Males
Himachal Pradesh,Rural,Literate,2627,Mental Retardation,Males
Himachal Pradesh,Rural,Literate But Below Primary,717,Mental Retardation,Males
Himachal Pradesh,Rural,Primary But Below Middle,923,Mental Retardation,Males
Himachal Pradesh,Rural,Middle But Below Matric/Secondary,317,Mental Retardation,Males
Himachal Pradesh,Rural,Matric/Secondary But Below Graduate,459,Mental Retardation,Males
Himachal Pradesh,Rural,Graduate And Above,55,Mental Retardation,Males
Himachal Pradesh,Urban,Illiterate,209,Mental Retardation,Males
Himachal Pradesh,Urban,Literate,292,Mental Retardation,Males
Himachal Pradesh,Urban,Literate But Below Primary,42,Mental Retardation,Males
Himachal Pradesh,Urban,Primary But Below Middle,52,Mental Retardation,Males
Himachal Pradesh,Urban,Middle But Below Matric/Secondary,44,Mental Retardation,Males
Himachal Pradesh,Urban,Matric/Secondary But Below Graduate,87,Mental Retardation,Males
Himachal Pradesh,Urban,Graduate And Above,48,Mental Retardation,Males
Punjab,Rural,Illiterate,12789,Mental Retardation,Males
Punjab,Rural,Literate,5427,Mental Retardation,Males
Punjab,Rural,Literate But Below Primary,1311,Mental Retardation,Males
Punjab,Rural,Primary But Below Middle,1361,Mental Retardation,Males
Punjab,Rural,Middle But Below Matric/Secondary,721,Mental Retardation,Males
Punjab,Rural,Matric/Secondary But Below Graduate,1110,Mental Retardation,Males
Punjab,Rural,Graduate And Above,137,Mental Retardation,Males
Punjab,Urban,Illiterate,5281,Mental Retardation,Males
Punjab,Urban,Literate,3835,Mental Retardation,Males
Punjab,Urban,Literate But Below Primary,498,Mental Retardation,Males
Punjab,Urban,Primary But Below Middle,773,Mental Retardation,Males
Punjab,Urban,Middle But Below Matric/Secondary,587,Mental Retardation,Males
Punjab,Urban,Matric/Secondary But Below Graduate,1097,Mental Retardation,Males
Punjab,Urban,Graduate And Above,321,Mental Retardation,Males
Chandigarh,Rural,Illiterate,3,Mental Retardation,Males
Chandigarh,Rural,Literate,3,Mental Retardation,Males
Chandigarh,Rural,Literate But Below Primary,2,Mental Retardation,Males
Chandigarh,Rural,Primary But Below Middle,0,Mental Retardation,Males
Chandigarh,Rural,Middle But Below Matric/Secondary,0,Mental Retardation,Males
Chandigarh,Rural,Matric/Secondary But Below Graduate,1,Mental Retardation,Males
Chandigarh,Rural,Graduate And Above,0,Mental Retardation,Males
Chandigarh,Urban,Illiterate,419,Mental Retardation,Males
Chandigarh,Urban,Literate,258,Mental Retardation,Males
Chandigarh,Urban,Literate But Below Primary,47,Mental Retardation,Males
Chandigarh,Urban,Primary But Below Middle,53,Mental Retardation,Males
Chandigarh,Urban,Middle But Below Matric/Secondary,27,Mental Retardation,Males
Chandigarh,Urban,Matric/Secondary But Below Graduate,53,Mental Retardation,Males
Chandigarh,Urban,Graduate And Above,22,Mental Retardation,Males
Uttarakhand,Rural,Illiterate,2665,Mental Retardation,Males
Uttarakhand,Rural,Literate,2425,Mental Retardation,Males
Uttarakhand,Rural,Literate But Below Primary,546,Mental Retardation,Males
Uttarakhand,Rural,Primary But Below Middle,752,Mental Retardation,Males
Uttarakhand,Rural,Middle But Below Matric/Secondary,531,Mental Retardation,Males
Uttarakhand,Rural,Matric/Secondary But Below Graduate,394,Mental Retardation,Males
Uttarakhand,Rural,Graduate And Above,67,Mental Retardation,Males
Uttarakhand,Urban,Illiterate,1029,Mental Retardation,Males
Uttarakhand,Urban,Literate,833,Mental Retardation,Males
Uttarakhand,Urban,Literate But Below Primary,171,Mental Retardation,Males
Uttarakhand,Urban,Primary But Below Middle,180,Mental Retardation,Males
Uttarakhand,Urban,Middle But Below Matric/Secondary,169,Mental Retardation,Males
Uttarakhand,Urban,Matric/Secondary But Below Graduate,167,Mental Retardation,Males
Uttarakhand,Urban,Graduate And Above,63,Mental Retardation,Males
Haryana,Rural,Illiterate,7765,Mental Retardation,Males
Haryana,Rural,Literate,5279,Mental Retardation,Males
Haryana,Rural,Literate But Below Primary,1720,Mental Retardation,Males
Haryana,Rural,Primary But Below Middle,1513,Mental Retardation,Males
Haryana,Rural,Middle But Below Matric/Secondary,687,Mental Retardation,Males
Haryana,Rural,Matric/Secondary But Below Graduate,890,Mental Retardation,Males
Haryana,Rural,Graduate And Above,135,Mental Retardation,Males
Haryana,Urban,Illiterate,3360,Mental Retardation,Males
Haryana,Urban,Literate,2864,Mental Retardation,Males
Haryana,Urban,Literate But Below Primary,517,Mental Retardation,Males
Haryana,Urban,Primary But Below Middle,677,Mental Retardation,Males
Haryana,Urban,Middle But Below Matric/Secondary,425,Mental Retardation,Males
Haryana,Urban,Matric/Secondary But Below Graduate,681,Mental Retardation,Males
Haryana,Urban,Graduate And Above,265,Mental Retardation,Males
Nct Of Delhi,Rural,Illiterate,155,Mental Retardation,Males
Nct Of Delhi,Rural,Literate,90,Mental Retardation,Males
Nct Of Delhi,Rural,Literate But Below Primary,17,Mental Retardation,Males
Nct Of Delhi,Rural,Primary But Below Middle,29,Mental Retardation,Males
Nct Of Delhi,Rural,Middle But Below Matric/Secondary,14,Mental Retardation,Males
Nct Of Delhi,Rural,Matric/Secondary But Below Graduate,21,Mental Retardation,Males
Nct Of Delhi,Rural,Graduate And Above,3,Mental Retardation,Males
Nct Of Delhi,Urban,Illiterate,5726,Mental Retardation,Males
Nct Of Delhi,Urban,Literate,4414,Mental Retardation,Males
Nct Of Delhi,Urban,Literate But Below Primary,836,Mental Retardation,Males
Nct Of Delhi,Urban,Primary But Below Middle,1142,Mental Retardation,Males
Nct Of Delhi,Urban,Middle But Below Matric/Secondary,688,Mental Retardation,Males
Nct Of Delhi,Urban,Matric/Secondary But Below Graduate,855,Mental Retardation,Males
Nct Of Delhi,Urban,Graduate And Above,354,Mental Retardation,Males
Rajasthan,Rural,Illiterate,23461,Mental Retardation,Males
Rajasthan,Rural,Literate,16213,Mental Retardation,Males
Rajasthan,Rural,Literate But Below Primary,5791,Mental Retardation,Males
Rajasthan,Rural,Primary But Below Middle,5471,Mental Retardation,Males
Rajasthan,Rural,Middle But Below Matric/Secondary,2101,Mental Retardation,Males
Rajasthan,Rural,Matric/Secondary But Below Graduate,1302,Mental Retardation,Males
Rajasthan,Rural,Graduate And Above,256,Mental Retardation,Males
Rajasthan,Urban,Illiterate,6842,Mental Retardation,Males
Rajasthan,Urban,Literate,6017,Mental Retardation,Males
Rajasthan,Urban,Literate But Below Primary,1260,Mental Retardation,Males
Rajasthan,Urban,Primary But Below Middle,1564,Mental Retardation,Males
Rajasthan,Urban,Middle But Below Matric/Secondary,1093,Mental Retardation,Males
Rajasthan,Urban,Matric/Secondary But Below Graduate,1019,Mental Retardation,Males
Rajasthan,Urban,Graduate And Above,466,Mental Retardation,Males
Uttar Pradesh,Rural,Illiterate,52555,Mental Retardation,Males
Uttar Pradesh,Rural,Literate,35681,Mental Retardation,Males
Uttar Pradesh,Rural,Literate But Below Primary,8511,Mental Retardation,Males
Uttar Pradesh,Rural,Primary But Below Middle,9962,Mental Retardation,Males
Uttar Pradesh,Rural,Middle But Below Matric/Secondary,6952,Mental Retardation,Males
Uttar Pradesh,Rural,Matric/Secondary But Below Graduate,5853,Mental Retardation,Males
Uttar Pradesh,Rural,Graduate And Above,1345,Mental Retardation,Males
Uttar Pradesh,Urban,Illiterate,14343,Mental Retardation,Males
Uttar Pradesh,Urban,Literate,11262,Mental Retardation,Males
Uttar Pradesh,Urban,Literate But Below Primary,1582,Mental Retardation,Males
Uttar Pradesh,Urban,Primary But Below Middle,2261,Mental Retardation,Males
Uttar Pradesh,Urban,Middle But Below Matric/Secondary,2084,Mental Retardation,Males
Uttar Pradesh,Urban,Matric/Secondary But Below Graduate,2671,Mental Retardation,Males
Uttar Pradesh,Urban,Graduate And Above,1333,Mental Retardation,Males
Bihar,Rural,Illiterate,28044,Mental Retardation,Males
Bihar,Rural,Literate,20577,Mental Retardation,Males
Bihar,Rural,Literate But Below Primary,5325,Mental Retardation,Males
